"SUB","Subject","LOCATION","Country","YEA","Year","Value","Flag Codes","Flags"
"EVOPOP_T1","Population levels","FRA","France","2005","2005",61181.5,,
"EVOPOP_T1","Population levels","FRA","France","2006","2006",61597.48,,
"EVOPOP_T1","Population levels","FRA","France","2007","2007",61965.05,,
"EVOPOP_T1","Population levels","FRA","France","2008","2008",62300.29,,
"EVOPOP_T1","Population levels","FRA","France","2009","2009",62628.36,,
"EVOPOP_T1","Population levels","FRA","France","2010","2010",62959.39,,
"EVOPOP_T1","Population levels","FRA","France","2011","2011",63293.91,,
"EVOPOP_T1","Population levels","FRA","France","2012","2012",63724.44,,
"EVOPOP_T1","Population levels","FRA","France","2013","2013",64046.32,,
"EVOPOP_T1","Population levels","FRA","France","2014","2014",64359.6,,
"EVOPOP_T1","Population levels","FRA","France","2015","2015",64664.89,,
"EVOPOP_T1","Population levels","FRA","France","2016","2016",64963.19,,
"EVOPOP_T1","Population levels","FRA","France","2017","2017",65255.32,,
"EVOPOP_T1","Population levels","FRA","France","2018","2018",65541.66,,
"EVOPOP_T1","Population levels","ESP","Spain","1993","1993",39189.4,,
"EVOPOP_T1","Population levels","ESP","Spain","1994","1994",39294.96,,
"EVOPOP_T1","Population levels","ESP","Spain","1995","1995",39387.02,,
"EVOPOP_T1","Population levels","ESP","Spain","1996","1996",39478.18,,
"EVOPOP_T1","Population levels","ESP","Spain","1997","1997",39582.41,,
"EVOPOP_T1","Population levels","ESP","Spain","1998","1998",39721.11,,
"EVOPOP_T1","Population levels","ESP","Spain","1999","1999",39926.27,,
"EVOPOP_T1","Population levels","ESP","Spain","2000","2000",40263.21,,
"EVOPOP_T1","Population levels","ESP","Spain","2001","2001",40720.48,,
"EVOPOP_T1","Population levels","ESP","Spain","2002","2002",41313.97,,
"EVOPOP_T1","Population levels","ESP","Spain","2003","2003",42004.52,,
"EVOPOP_T1","Population levels","ESP","Spain","2004","2004",42691.69,,
"EVOPOP_T1","Population levels","ESP","Spain","2005","2005",43398.14,,
"EVOPOP_T1","Population levels","ESP","Spain","2006","2006",44116.44,,
"EVOPOP_T1","Population levels","ESP","Spain","2007","2007",44878.95,,
"EVOPOP_T1","Population levels","ESP","Spain","2008","2008",45555.71,,
"EVOPOP_T1","Population levels","ESP","Spain","2009","2009",45908.59,,
"EVOPOP_T1","Population levels","ESP","Spain","2010","2010",46070.97,,
"EVOPOP_T1","Population levels","ESP","Spain","2012","2012",44975.36,,
"EVOPOP_T1","Population levels","ESP","Spain","2013","2013",45101.2,,
"EVOPOP_T1","Population levels","ESP","Spain","2014","2014",45212.25,,
"EVOPOP_T1","Population levels","ESP","Spain","2015","2015",45308.47,,
"EVOPOP_T1","Population levels","ESP","Spain","2016","2016",45389.3,,
"EVOPOP_T1","Population levels","ESP","Spain","2017","2017",45454.84,,
"EVOPOP_T1","Population levels","ESP","Spain","2018","2018",45505.81,,
"EVOPOP_T1","Population levels","IDN","Indonesia","1993","1993",193525.6,,
"EVOPOP_T1","Population levels","IDN","Indonesia","1994","1994",196488.5,,
"EVOPOP_T1","Population levels","IDN","Indonesia","1995","1995",199400.3,,
"EVOPOP_T1","Population levels","IDN","Indonesia","1996","1996",202257,,
"EVOPOP_T1","Population levels","IDN","Indonesia","1997","1997",205063.5,,
"EVOPOP_T1","Population levels","IDN","Indonesia","1998","1998",207839.3,,
"EVOPOP_T1","Population levels","IDN","Indonesia","1999","1999",210610.8,,
"EVOPOP_T1","Population levels","IDN","Indonesia","2000","2000",213395.4,,
"EVOPOP_T1","Population levels","IDN","Indonesia","2001","2001",216203.5,,
"EVOPOP_T1","Population levels","IDN","Indonesia","2002","2002",219026.4,,
"EVOPOP_T1","Population levels","IDN","Indonesia","2003","2003",221839.2,,
"EVOPOP_T1","Population levels","IDN","Indonesia","2004","2004",224606.5,,
"EVOPOP_T1","Population levels","IDN","Indonesia","2005","2005",227303.2,,
"EVOPOP_T1","Population levels","IDN","Indonesia","2006","2006",229918.5,,
"EVOPOP_T1","Population levels","IDN","Indonesia","2007","2007",232461.8,,
"EVOPOP_T1","Population levels","IDN","Indonesia","2008","2008",234951.2,,
"EVOPOP_T1","Population levels","IDN","Indonesia","2009","2009",237414.5,,
"EVOPOP_T1","Population levels","IDN","Indonesia","2010","2010",239870.9,,
"EVOPOP_T1","Population levels","IDN","Indonesia","2011","2011",242205.8,,
"EVOPOP_T1","Population levels","IDN","Indonesia","2012","2012",244652.8,,
"EVOPOP_T1","Population levels","IDN","Indonesia","2013","2013",247145.3,,
"EVOPOP_T1","Population levels","IDN","Indonesia","2014","2014",249570.2,,
"EVOPOP_T1","Population levels","IDN","Indonesia","2015","2015",251880.4,,
"EVOPOP_T1","Population levels","IDN","Indonesia","2016","2016",254177.7,,
"EVOPOP_T1","Population levels","IDN","Indonesia","2017","2017",256366.9,,
"EVOPOP_T1","Population levels","IDN","Indonesia","2018","2018",258466.7,,
"EVOPOP_T1","Population levels","CHN","China (People's Republic of)","1993","1993",1188688,,
"EVOPOP_T1","Population levels","CHN","China (People's Republic of)","1994","1994",1201523,,
"EVOPOP_T1","Population levels","CHN","China (People's Republic of)","1995","1995",1213987,,
"EVOPOP_T1","Population levels","CHN","China (People's Republic of)","1996","1996",1226134,,
"EVOPOP_T1","Population levels","CHN","China (People's Republic of)","1997","1997",1237850,,
"EVOPOP_T1","Population levels","CHN","China (People's Republic of)","1998","1998",1249020,,
"EVOPOP_T1","Population levels","CHN","China (People's Republic of)","1999","1999",1259477,,
"EVOPOP_T1","Population levels","CHN","China (People's Republic of)","2000","2000",1269117,,
"EVOPOP_T1","Population levels","CHN","China (People's Republic of)","2001","2001",1277904,,
"EVOPOP_T1","Population levels","CHN","China (People's Republic of)","2002","2002",1285934,,
"EVOPOP_T1","Population levels","CHN","China (People's Republic of)","2003","2003",1293397,,
"EVOPOP_T1","Population levels","CHN","China (People's Republic of)","2004","2004",1300552,,
"EVOPOP_T1","Population levels","CHN","China (People's Republic of)","2005","2005",1307594,,
"EVOPOP_T1","Population levels","CHN","China (People's Republic of)","2006","2006",1314581,,
"EVOPOP_T1","Population levels","CHN","China (People's Republic of)","2007","2007",1321482,,
"EVOPOP_T1","Population levels","CHN","China (People's Republic of)","2008","2008",1328276,,
"EVOPOP_T1","Population levels","CHN","China (People's Republic of)","2009","2009",1334909,,
"EVOPOP_T1","Population levels","CHN","China (People's Republic of)","2010","2010",1341335,,
"EVOPOP_T1","Population levels","CHN","China (People's Republic of)","2011","2011",1348010,,
"EVOPOP_T1","Population levels","CHN","China (People's Republic of)","2012","2012",1353914,,
"EVOPOP_T1","Population levels","CHN","China (People's Republic of)","2013","2013",1359303,,
"EVOPOP_T1","Population levels","CHN","China (People's Republic of)","2014","2014",1364551,,
"EVOPOP_T1","Population levels","CHN","China (People's Republic of)","2015","2015",1369743,,
"EVOPOP_T1","Population levels","CHN","China (People's Republic of)","2016","2016",1373793,,
"EVOPOP_T1","Population levels","CHN","China (People's Republic of)","2017","2017",1377580,,
"EVOPOP_T1","Population levels","CHN","China (People's Republic of)","2018","2018",1381171,,
"EVOPOP_T1","Population levels","RUS","Russia","1993","1993",148945.6,,
"EVOPOP_T1","Population levels","RUS","Russia","1994","1994",148866.3,,
"EVOPOP_T1","Population levels","RUS","Russia","1995","1995",148698.6,,
"EVOPOP_T1","Population levels","RUS","Russia","1996","1996",148457,,
"EVOPOP_T1","Population levels","RUS","Russia","1997","1997",148139.3,,
"EVOPOP_T1","Population levels","RUS","Russia","1998","1998",147749.2,,
"EVOPOP_T1","Population levels","RUS","Russia","1999","1999",147286.7,,
"EVOPOP_T1","Population levels","RUS","Russia","2000","2000",146757.5,,
"EVOPOP_T1","Population levels","RUS","Russia","2001","2001",146161.8,,
"EVOPOP_T1","Population levels","RUS","Russia","2002","2002",145519.6,,
"EVOPOP_T1","Population levels","RUS","Russia","2003","2003",144880.5,,
"EVOPOP_T1","Population levels","RUS","Russia","2004","2004",144307,,
"EVOPOP_T1","Population levels","RUS","Russia","2005","2005",143843.2,,
"EVOPOP_T1","Population levels","RUS","Russia","2006","2006",143510.1,,
"EVOPOP_T1","Population levels","RUS","Russia","2007","2007",143294.5,,
"EVOPOP_T1","Population levels","RUS","Russia","2008","2008",143163.1,,
"EVOPOP_T1","Population levels","RUS","Russia","2009","2009",143064.1,,
"EVOPOP_T1","Population levels","RUS","Russia","2010","2010",142958.2,,
"EVOPOP_T1","Population levels","RUS","Russia","2011","2011",142822.5,,
"EVOPOP_T1","Population levels","RUS","Russia","2012","2012",142668.2,,
"EVOPOP_T1","Population levels","RUS","Russia","2013","2013",142512.8,,
"EVOPOP_T1","Population levels","RUS","Russia","2014","2014",142371.6,,
"EVOPOP_T1","Population levels","RUS","Russia","2015","2015",142229.1,,
"EVOPOP_T1","Population levels","RUS","Russia","2016","2016",141976,,
"EVOPOP_T1","Population levels","RUS","Russia","2017","2017",141760.9,,
"EVOPOP_T1","Population levels","RUS","Russia","2018","2018",141554.5,,
"EVOPOP_T1","Population levels","GRC","Greece","1993","1993",10465.53,,
"EVOPOP_T1","Population levels","GRC","Greece","1994","1994",10553.04,,
"EVOPOP_T1","Population levels","GRC","Greece","1995","1995",10634.38,,
"EVOPOP_T1","Population levels","GRC","Greece","1996","1996",10709.17,,
"EVOPOP_T1","Population levels","GRC","Greece","1997","1997",10776.5,,
"EVOPOP_T1","Population levels","GRC","Greece","1998","1998",10834.88,,
"EVOPOP_T1","Population levels","GRC","Greece","1999","1999",10882.58,,
"EVOPOP_T1","Population levels","GRC","Greece","2000","2000",10917.48,,
"EVOPOP_T1","Population levels","GRC","Greece","2001","2001",10949.96,,
"EVOPOP_T1","Population levels","GRC","Greece","2002","2002",10987.54,,
"EVOPOP_T1","Population levels","GRC","Greece","2003","2003",11023.51,,
"EVOPOP_T1","Population levels","GRC","Greece","2004","2004",11061.7,,
"EVOPOP_T1","Population levels","GRC","Greece","2005","2005",11103.96,,
"EVOPOP_T1","Population levels","GRC","Greece","2006","2006",11148.46,,
"EVOPOP_T1","Population levels","GRC","Greece","2007","2007",11192.76,,
"EVOPOP_T1","Population levels","GRC","Greece","2008","2008",11237.09,,
"EVOPOP_T1","Population levels","GRC","Greece","2009","2009",11282.76,,
"EVOPOP_T1","Population levels","GRC","Greece","2010","2010",11307.5,,
"EVOPOP_T1","Population levels","GRC","Greece","2012","2012",11338.13,,
"EVOPOP_T1","Population levels","GRC","Greece","2013","2013",11361.18,,
"EVOPOP_T1","Population levels","GRC","Greece","2014","2014",11380.9,,
"EVOPOP_T1","Population levels","GRC","Greece","2015","2015",11397.29,,
"EVOPOP_T1","Population levels","GRC","Greece","2016","2016",11409.93,,
"EVOPOP_T1","Population levels","GRC","Greece","2017","2017",11418.83,,
"EVOPOP_T1","Population levels","GRC","Greece","2018","2018",11424.3,,
"EVOPOP_T1","Population levels","IND","India","1993","1993",928226.1,,
"EVOPOP_T1","Population levels","IND","India","1994","1994",946373.3,,
"EVOPOP_T1","Population levels","IND","India","1995","1995",964486.1,,
"EVOPOP_T1","Population levels","IND","India","1996","1996",982553.3,,
"EVOPOP_T1","Population levels","IND","India","1997","1997",1000558,,
"EVOPOP_T1","Population levels","IND","India","1998","1998",1018471,,
"EVOPOP_T1","Population levels","IND","India","1999","1999",1036259,,
"EVOPOP_T1","Population levels","IND","India","2000","2000",1053898,,
"EVOPOP_T1","Population levels","IND","India","2001","2001",1071374,,
"EVOPOP_T1","Population levels","IND","India","2002","2002",1088694,,
"EVOPOP_T1","Population levels","IND","India","2003","2003",1105886,,
"EVOPOP_T1","Population levels","IND","India","2004","2004",1122991,,
"EVOPOP_T1","Population levels","IND","India","2005","2005",1140043,,
"EVOPOP_T1","Population levels","IND","India","2006","2006",1157039,,
"EVOPOP_T1","Population levels","IND","India","2007","2007",1173972,,
"EVOPOP_T1","Population levels","IND","India","2008","2008",1190864,,
"EVOPOP_T1","Population levels","IND","India","2009","2009",1207740,,
"EVOPOP_T1","Population levels","IND","India","2010","2010",1224614,,
"EVOPOP_T1","Population levels","IND","India","2011","2011",1241948,,
"EVOPOP_T1","Population levels","IND","India","2012","2012",1258797,,
"EVOPOP_T1","Population levels","IND","India","2013","2013",1275339,,
"EVOPOP_T1","Population levels","IND","India","2014","2014",1291791,,
"EVOPOP_T1","Population levels","IND","India","2015","2015",1308221,,
"EVOPOP_T1","Population levels","IND","India","2016","2016",1324163,,
"EVOPOP_T1","Population levels","IND","India","2017","2017",1340086,,
"EVOPOP_T1","Population levels","IND","India","2018","2018",1355924,,
"EVOPOP_T1","Population levels","JPN","Japan","1993","1993",124764,,
"EVOPOP_T1","Population levels","JPN","Japan","1994","1994",125034,,
"EVOPOP_T1","Population levels","JPN","Japan","1995","1995",125570,,
"EVOPOP_T1","Population levels","JPN","Japan","1996","1996",125864,,
"EVOPOP_T1","Population levels","JPN","Japan","1997","1997",126166,,
"EVOPOP_T1","Population levels","JPN","Japan","1998","1998",126486,,
"EVOPOP_T1","Population levels","JPN","Japan","1999","1999",126686,,
"EVOPOP_T1","Population levels","JPN","Japan","2000","2000",126926,,
"EVOPOP_T1","Population levels","JPN","Japan","2001","2001",127291,,
"EVOPOP_T1","Population levels","JPN","Japan","2002","2002",127435,,
"EVOPOP_T1","Population levels","JPN","Japan","2003","2003",127619,,
"EVOPOP_T1","Population levels","JPN","Japan","2004","2004",127687,,
"EVOPOP_T1","Population levels","JPN","Japan","2005","2005",127768,,
"EVOPOP_T1","Population levels","JPN","Japan","2006","2006",127770,,
"EVOPOP_T1","Population levels","JPN","Japan","2007","2007",127771,,
"EVOPOP_T1","Population levels","JPN","Japan","2008","2008",127692,,
"EVOPOP_T1","Population levels","JPN","Japan","2009","2009",127510,,
"EVOPOP_T1","Population levels","JPN","Japan","2010","2010",128057.4,,
"EVOPOP_T1","Population levels","JPN","Japan","2011","2011",127799,,
"EVOPOP_T1","Population levels","JPN","Japan","2012","2012",127497.5,,
"EVOPOP_T1","Population levels","JPN","Japan","2013","2013",127247.3,,
"EVOPOP_T1","Population levels","JPN","Japan","2014","2014",126948.8,,
"EVOPOP_T1","Population levels","JPN","Japan","2015","2015",126597.3,,
"EVOPOP_T1","Population levels","JPN","Japan","2016","2016",126193.4,,
"EVOPOP_T1","Population levels","JPN","Japan","2017","2017",125738.7,,
"EVOPOP_T1","Population levels","JPN","Japan","2018","2018",125236,,
"EVOPOP_T1","Population levels","ZAF","South Africa","1993","1993",39609.48,,
"EVOPOP_T1","Population levels","ZAF","South Africa","1994","1994",40542.04,,
"EVOPOP_T1","Population levels","ZAF","South Africa","1995","1995",41402.4,,
"EVOPOP_T1","Population levels","ZAF","South Africa","1996","1996",42175.74,,
"EVOPOP_T1","Population levels","ZAF","South Africa","1997","1997",42873.36,,
"EVOPOP_T1","Population levels","ZAF","South Africa","1998","1998",43516.22,,
"EVOPOP_T1","Population levels","ZAF","South Africa","1999","1999",44137.35,,
"EVOPOP_T1","Population levels","ZAF","South Africa","2000","2000",44760.38,,
"EVOPOP_T1","Population levels","ZAF","South Africa","2001","2001",45389.58,,
"EVOPOP_T1","Population levels","ZAF","South Africa","2002","2002",46015.41,,
"EVOPOP_T1","Population levels","ZAF","South Africa","2003","2003",46631.36,,
"EVOPOP_T1","Population levels","ZAF","South Africa","2004","2004",47226.67,,
"EVOPOP_T1","Population levels","ZAF","South Africa","2005","2005",47792.79,,
"EVOPOP_T1","Population levels","ZAF","South Africa","2006","2006",48330.91,,
"EVOPOP_T1","Population levels","ZAF","South Africa","2007","2007",48842.46,,
"EVOPOP_T1","Population levels","ZAF","South Africa","2008","2008",49319.36,,
"EVOPOP_T1","Population levels","ZAF","South Africa","2009","2009",49751.5,,
"EVOPOP_T1","Population levels","ZAF","South Africa","2010","2010",50132.82,,
"EVOPOP_T1","Population levels","ZAF","South Africa","2011","2011",50384.55,,
"EVOPOP_T1","Population levels","ZAF","South Africa","2012","2012",50655.4,,
"EVOPOP_T1","Population levels","ZAF","South Africa","2013","2013",50931.82,,
"EVOPOP_T1","Population levels","ZAF","South Africa","2014","2014",51193.15,,
"EVOPOP_T1","Population levels","ZAF","South Africa","2015","2015",51430.71,,
"EVOPOP_T1","Population levels","ZAF","South Africa","2016","2016",51697.41,,
"EVOPOP_T1","Population levels","ZAF","South Africa","2017","2017",51935.52,,
"EVOPOP_T1","Population levels","ZAF","South Africa","2018","2018",52152.68,,
"EVOPOP_T1","Population levels","GBR","United Kingdom","1993","1993",57718.61,,
"EVOPOP_T1","Population levels","GBR","United Kingdom","1994","1994",57865.74,,
"EVOPOP_T1","Population levels","GBR","United Kingdom","1995","1995",58019.03,,
"EVOPOP_T1","Population levels","GBR","United Kingdom","1996","1996",58166.95,,
"EVOPOP_T1","Population levels","GBR","United Kingdom","1997","1997",58316.95,,
"EVOPOP_T1","Population levels","GBR","United Kingdom","1998","1998",58487.14,,
"EVOPOP_T1","Population levels","GBR","United Kingdom","1999","1999",58682.46,,
"EVOPOP_T1","Population levels","GBR","United Kingdom","2000","2000",58892.51,,
"EVOPOP_T1","Population levels","GBR","United Kingdom","2001","2001",59107.96,,
"EVOPOP_T1","Population levels","GBR","United Kingdom","2002","2002",59325.81,,
"EVOPOP_T1","Population levels","GBR","United Kingdom","2003","2003",59566.26,,
"EVOPOP_T1","Population levels","GBR","United Kingdom","2004","2004",59031,,
"EVOPOP_T1","Population levels","GBR","United Kingdom","2005","2005",59408,,
"EVOPOP_T1","Population levels","GBR","United Kingdom","2006","2006",59751,,
"EVOPOP_T1","Population levels","GBR","United Kingdom","2007","2007",60137,,
"EVOPOP_T1","Population levels","GBR","United Kingdom","2008","2008",60540,,
"EVOPOP_T1","Population levels","GBR","United Kingdom","2009","2009",60927,,
"EVOPOP_T1","Population levels","GBR","United Kingdom","2010","2010",61344,,
"EVOPOP_T1","Population levels","GBR","United Kingdom","2011","2011",61761,,
"EVOPOP_T1","Population levels","GBR","United Kingdom","2012","2012",63209.45,,
"EVOPOP_T1","Population levels","GBR","United Kingdom","2013","2013",63649.62,,
"EVOPOP_T1","Population levels","GBR","United Kingdom","2014","2014",64090.61,,
"EVOPOP_T1","Population levels","GBR","United Kingdom","2015","2015",64531.75,,
"EVOPOP_T1","Population levels","GBR","United Kingdom","2016","2016",64975.41,,
"EVOPOP_T1","Population levels","GBR","United Kingdom","2017","2017",65421.08,,
"EVOPOP_T1","Population levels","GBR","United Kingdom","2018","2018",65867.23,,
"EVOPOP_T1","Population levels","ISR","Israel","1993","1993",5261.4,,
"EVOPOP_T1","Population levels","ISR","Israel","1994","1994",5399.3,,
"EVOPOP_T1","Population levels","ISR","Israel","1995","1995",5544.9,,
"EVOPOP_T1","Population levels","ISR","Israel","1996","1996",5685.1,,
"EVOPOP_T1","Population levels","ISR","Israel","1997","1997",5828.9,,
"EVOPOP_T1","Population levels","ISR","Israel","1998","1998",5970.7,,
"EVOPOP_T1","Population levels","ISR","Israel","1999","1999",6125.3,,
"EVOPOP_T1","Population levels","ISR","Israel","2000","2000",6289.2,,
"EVOPOP_T1","Population levels","ISR","Israel","2001","2001",6439,,
"EVOPOP_T1","Population levels","ISR","Israel","2002","2002",6570,,
"EVOPOP_T1","Population levels","ISR","Israel","2003","2003",6689.7,,
"EVOPOP_T1","Population levels","ISR","Israel","2004","2004",6809,,
"EVOPOP_T1","Population levels","ISR","Israel","2005","2005",6930.1,,
"EVOPOP_T1","Population levels","ISR","Israel","2006","2006",7053.7,,
"EVOPOP_T1","Population levels","ISR","Israel","2007","2007",7180.1,,
"EVOPOP_T1","Population levels","ISR","Israel","2008","2008",7308.8,,
"EVOPOP_T1","Population levels","ISR","Israel","2009","2009",7485.6,,
"EVOPOP_T1","Population levels","ISR","Israel","2010","2010",7623.6,,
"EVOPOP_T1","Population levels","ISR","Israel","2012","2012",7886.45,,
"EVOPOP_T1","Population levels","ISR","Israel","2013","2013",8021.254,,
"EVOPOP_T1","Population levels","ISR","Israel","2014","2014",8158.362,,
"EVOPOP_T1","Population levels","ISR","Israel","2015","2015",8297.814,,
"EVOPOP_T1","Population levels","ISR","Israel","2016","2016",8437.789,,
"EVOPOP_T1","Population levels","ISR","Israel","2017","2017",8580.124,,
"EVOPOP_T1","Population levels","ISR","Israel","2018","2018",8724.861,,
"EVOPOP_T1","Population levels","BEL","Belgium","1993","1993",10084.47,,
"EVOPOP_T1","Population levels","BEL","Belgium","1994","1994",10115.6,,
"EVOPOP_T1","Population levels","BEL","Belgium","1995","1995",10136.81,,
"EVOPOP_T1","Population levels","BEL","Belgium","1996","1996",10156.64,,
"EVOPOP_T1","Population levels","BEL","Belgium","1997","1997",10181.25,,
"EVOPOP_T1","Population levels","BEL","Belgium","1998","1998",10203.01,,
"EVOPOP_T1","Population levels","BEL","Belgium","1999","1999",10226.42,,
"EVOPOP_T1","Population levels","BEL","Belgium","2000","2000",10251.25,,
"EVOPOP_T1","Population levels","BEL","Belgium","2001","2001",10286.57,,
"EVOPOP_T1","Population levels","BEL","Belgium","2002","2002",10332.78,,
"EVOPOP_T1","Population levels","BEL","Belgium","2003","2003",10376.13,,
"EVOPOP_T1","Population levels","BEL","Belgium","2004","2004",10421.14,,
"EVOPOP_T1","Population levels","BEL","Belgium","2005","2005",10478.62,,
"EVOPOP_T1","Population levels","BEL","Belgium","2006","2006",10547.96,,
"EVOPOP_T1","Population levels","BEL","Belgium","2007","2007",10625.7,,
"EVOPOP_T1","Population levels","BEL","Belgium","2008","2008",10709.97,,
"EVOPOP_T1","Population levels","BEL","Belgium","2009","2009",10796.49,,
"EVOPOP_T1","Population levels","BEL","Belgium","2010","2010",10895.58,,
"EVOPOP_T1","Population levels","BEL","Belgium","2012","2012",11106.96,,
"EVOPOP_T1","Population levels","BEL","Belgium","2013","2013",11196.04,,
"EVOPOP_T1","Population levels","BEL","Belgium","2014","2014",11283.68,,
"EVOPOP_T1","Population levels","BEL","Belgium","2015","2015",11369.21,,
"EVOPOP_T1","Population levels","BEL","Belgium","2016","2016",11452.41,,
"EVOPOP_T1","Population levels","BEL","Belgium","2017","2017",11533.04,,
"EVOPOP_T1","Population levels","BEL","Belgium","2018","2018",11610.97,,
"EVOPOP_T1","Population levels","LUX","Luxembourg","1993","1993",397.475,,
"EVOPOP_T1","Population levels","LUX","Luxembourg","1994","1994",402.925,,
"EVOPOP_T1","Population levels","LUX","Luxembourg","1995","1995",408.625,,
"EVOPOP_T1","Population levels","LUX","Luxembourg","1996","1996",414.225,,
"EVOPOP_T1","Population levels","LUX","Luxembourg","1997","1997",419.45,,
"EVOPOP_T1","Population levels","LUX","Luxembourg","1998","1998",424.7,,
"EVOPOP_T1","Population levels","LUX","Luxembourg","1999","1999",430.475,,
"EVOPOP_T1","Population levels","LUX","Luxembourg","2000","2000",436.3,,
"EVOPOP_T1","Population levels","LUX","Luxembourg","2001","2001",441.525,,
"EVOPOP_T1","Population levels","LUX","Luxembourg","2002","2002",446.175,,
"EVOPOP_T1","Population levels","LUX","Luxembourg","2003","2003",451.63,,
"EVOPOP_T1","Population levels","LUX","Luxembourg","2004","2004",458.095,,
"EVOPOP_T1","Population levels","LUX","Luxembourg","2005","2005",465.158,,
"EVOPOP_T1","Population levels","LUX","Luxembourg","2006","2006",472.636,,
"EVOPOP_T1","Population levels","LUX","Luxembourg","2007","2007",479.993,,
"EVOPOP_T1","Population levels","LUX","Luxembourg","2008","2008",488.649,,
"EVOPOP_T1","Population levels","LUX","Luxembourg","2009","2009",497.783,,
"EVOPOP_T1","Population levels","LUX","Luxembourg","2010","2010",506.953,,
"EVOPOP_T1","Population levels","LUX","Luxembourg","2012","2012",487.944,,
"EVOPOP_T1","Population levels","LUX","Luxembourg","2013","2013",492.218,,
"EVOPOP_T1","Population levels","LUX","Luxembourg","2014","2014",496.531,,
"EVOPOP_T1","Population levels","LUX","Luxembourg","2015","2015",500.871,,
"EVOPOP_T1","Population levels","LUX","Luxembourg","2016","2016",505.261,,
"EVOPOP_T1","Population levels","LUX","Luxembourg","2017","2017",509.669,,
"EVOPOP_T1","Population levels","LUX","Luxembourg","2018","2018",514.118,,
"EVOPOP_T1","Population levels","EU27","European Union (27 countries)","1993","1993",475471.5,,
"EVOPOP_T1","Population levels","EU27","European Union (27 countries)","1994","1994",476538.2,,
"EVOPOP_T1","Population levels","EU27","European Union (27 countries)","1995","1995",477432.6,,
"EVOPOP_T1","Population levels","EU27","European Union (27 countries)","1996","1996",478242.9,,
"EVOPOP_T1","Population levels","EU27","European Union (27 countries)","1997","1997",479775.1,,
"EVOPOP_T1","Population levels","EU27","European Union (27 countries)","1998","1998",481268.9,,
"EVOPOP_T1","Population levels","EU27","European Union (27 countries)","1999","1999",482192.6,,
"EVOPOP_T1","Population levels","EU27","European Union (27 countries)","2000","2000",483282.3,,
"EVOPOP_T1","Population levels","EU27","European Union (27 countries)","2001","2001",484216.1,,
"EVOPOP_T1","Population levels","EU27","European Union (27 countries)","2002","2002",485640.6,,
"EVOPOP_T1","Population levels","EU27","European Union (27 countries)","2003","2003",487722,,
"EVOPOP_T1","Population levels","EU27","European Union (27 countries)","2004","2004",489966.4,,
"EVOPOP_T1","Population levels","EU27","European Union (27 countries)","2005","2005",492172.7,,
"EVOPOP_T1","Population levels","EU27","European Union (27 countries)","2006","2006",494251.2,,
"EVOPOP_T1","Population levels","EU27","European Union (27 countries)","2007","2007",496489,,
"EVOPOP_T1","Population levels","EU27","European Union (27 countries)","2008","2008",498686.3,,
"EVOPOP_T1","Population levels","EU27","European Union (27 countries)","2009","2009",500395.4,,
"EVOPOP_T1","Population levels","EU27","European Union (27 countries)","2010","2010",501792.1,,
"EVOPOP_T1","Population levels","EU27","European Union (27 countries)","2011","2011",503278.6,,
"EVOPOP_T1","Population levels","EU27","European Union (27 countries)","2012","2012",504740.8,,
"EVOPOP_T1","Population levels","EU27","European Union (27 countries)","2013","2013",506167.4,,
"EVOPOP_T1","Population levels","EU27","European Union (27 countries)","2014","2014",507552.6,,
"EVOPOP_T1","Population levels","EU27","European Union (27 countries)","2015","2015",508894.1,,
"EVOPOP_T1","Population levels","EU27","European Union (27 countries)","2016","2016",510188.2,,
"EVOPOP_T1","Population levels","EU27","European Union (27 countries)","2017","2017",511437.2,,
"EVOPOP_T1","Population levels","EU27","European Union (27 countries)","2018","2018",512640.6,,
"EVOPOP_T1","Population levels","POL","Poland","1993","1993",38221,,
"EVOPOP_T1","Population levels","POL","Poland","1994","1994",38252,,
"EVOPOP_T1","Population levels","POL","Poland","1995","1995",38275,,
"EVOPOP_T1","Population levels","POL","Poland","1996","1996",38289,,
"EVOPOP_T1","Population levels","POL","Poland","1997","1997",38292,,
"EVOPOP_T1","Population levels","POL","Poland","1998","1998",38283,,
"EVOPOP_T1","Population levels","POL","Poland","1999","1999",38270,,
"EVOPOP_T1","Population levels","POL","Poland","2000","2000",38255.95,,
"EVOPOP_T1","Population levels","POL","Poland","2001","2001",38250.79,,
"EVOPOP_T1","Population levels","POL","Poland","2002","2002",38232.3,,
"EVOPOP_T1","Population levels","POL","Poland","2003","2003",38195.18,,
"EVOPOP_T1","Population levels","POL","Poland","2004","2004",38180.25,,
"EVOPOP_T1","Population levels","POL","Poland","2005","2005",38161.31,,
"EVOPOP_T1","Population levels","POL","Poland","2006","2006",38132.28,,
"EVOPOP_T1","Population levels","POL","Poland","2007","2007",38115.97,,
"EVOPOP_T1","Population levels","POL","Poland","2008","2008",38115.91,,
"EVOPOP_T1","Population levels","POL","Poland","2009","2009",38153.39,,
"EVOPOP_T1","Population levels","POL","Poland","2010","2010",38186.86,,
"EVOPOP_T1","Population levels","POL","Poland","2012","2012",38069.1,,
"EVOPOP_T1","Population levels","POL","Poland","2013","2013",38056.02,,
"EVOPOP_T1","Population levels","POL","Poland","2014","2014",38037.11,,
"EVOPOP_T1","Population levels","POL","Poland","2015","2015",38016.06,,
